iShares Russell 1000 ETF
Fund Holdings as of,"Nov 07, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","5,977,011.15","0.01","5,977,011.15","36,861.00","162.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","5,967,198.81","0.01","5,967,198.81","250,407.00","23.83","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","5,969,047.70","0.01","5,969,047.70","159,005.00","37.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","5,952,215.43","0.01","5,952,215.43","23,561.00","252.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","5,950,937.44","0.01","5,950,937.44","87,206.00","68.24","United States","NASDAQ","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","5,939,682.15","0.01","5,939,682.15","108,965.00","54.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","5,920,950.96","0.01","5,920,950.96","38,882.00","152.28","United States","NASDAQ","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","5,922,360.28","0.01","5,922,360.28","60,842.00","97.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","5,848,785.04","0.01","5,848,785.04","341,236.00","17.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","5,836,179.32","0.01","5,836,179.32","228,154.00","25.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","5,836,544.55","0.01","5,836,544.55","34,731.00","168.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","5,801,545.18","0.01","5,801,545.18","38,153.00","152.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","5,790,806.51","0.01","5,790,806.51","176,173.00","32.87","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","5,774,148.58","0.01","5,774,148.58","30,598.00","188.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","5,699,133.28","0.01","5,699,133.28","13,976.00","407.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","5,699,510.40","0.01","5,699,510.40","49,760.00","114.54","United States","NASDAQ","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","5,683,199.48","0.01","5,683,199.48","211,036.00","26.93","United States","NASDAQ","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","5,671,172.32","0.01","5,671,172.32","186,736.00","30.37","United States","NASDAQ","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","5,658,809.85","0.01","5,658,809.85","77,085.00","73.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","5,634,839.92","0.01","5,634,839.92","121,624.00","46.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","5,632,759.44","0.01","5,632,759.44","210,728.00","26.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","5,613,516.82","0.01","5,613,516.82","46,217.00","121.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","5,606,043.00","0.01","5,606,043.00","77,970.00","71.90","United States","NASDAQ","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","5,606,625.64","0.01","5,606,625.64","62,282.00","90.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","5,558,966.42","0.01","5,558,966.42","269,591.00","20.62","United States","NASDAQ","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","5,541,292.26","0.01","5,541,292.26","55,669.00","99.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","5,525,508.48","0.01","5,525,508.48","42,128.00","131.16","United States","NASDAQ","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","5,507,549.58","0.01","5,507,549.58","47,389.00","116.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","5,488,735.20","0.01","5,488,735.20","69,654.00","78.80","United States","NASDAQ","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","5,490,006.08","0.01","5,490,006.08","105,092.00","52.24","United States","NASDAQ","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","5,486,460.00","0.01","5,486,460.00","156,756.00","35.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","5,455,623.92","0.01","5,455,623.92","59,018.00","92.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","5,450,547.60","0.01","5,450,547.60","82,260.00","66.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","5,425,069.65","0.01","5,425,069.65","469,703.00","11.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","5,414,762.31","0.01","5,414,762.31","26,911.00","201.21","United States","NASDAQ","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","5,415,137.80","0.01","5,415,137.80","290,980.00","18.61","Brazil","NASDAQ","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","5,402,392.60","0.01","5,402,392.60","92,191.00","58.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOLS","SOLSTICE ADVANCED MATERIALS INC","Materials","Equity","5,390,827.35","0.01","5,390,827.35","113,515.00","47.49","United States","NASDAQ","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","5,385,606.33","0.01","5,385,606.33","132,357.00","40.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","5,350,894.12","0.01","5,350,894.12","37,466.00","142.82","United States","NASDAQ","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","5,333,408.22","0.01","5,333,408.22","18,186.00","293.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","5,322,375.45","0.01","5,322,375.45","156,771.00","33.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","5,305,009.08","0.01","5,305,009.08","94,261.00","56.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","5,284,278.58","0.01","5,284,278.58","18,718.00","282.31","United States","NASDAQ","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","5,278,285.38","0.01","5,278,285.38","42,753.00","123.46","United States","NASDAQ","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","5,257,777.14","0.01","5,257,777.14","41,818.00","125.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","5,243,753.88","0.01","5,243,753.88","295,756.00","17.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","5,231,052.90","0.01","5,231,052.90","111,990.00","46.71","United States","NASDAQ","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","5,193,771.70","0.01","5,193,771.70","60,463.00","85.90","United States","NASDAQ","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","5,168,475.00","0.01","5,168,475.00","132,525.00","39.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","5,159,792.52","0.01","5,159,792.52","19,902.00","259.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","5,152,170.72","0.01","5,152,170.72","30,172.00","170.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","5,142,899.02","0.01","5,142,899.02","48,734.00","105.53","United States","NASDAQ","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","5,133,956.30","0.01","5,133,956.30","124,762.00","41.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","5,123,491.50","0.01","5,123,491.50","70,426.00","72.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","5,114,932.32","0.01","5,114,932.32","110,426.00","46.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","5,094,505.41","0.01","5,094,505.41","114,509.00","44.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","5,077,468.56","0.01","5,077,468.56","36,852.00","137.78","United States","NASDAQ","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","5,080,008.98","0.01","5,080,008.98","92,146.00","55.13","United States","NASDAQ","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","5,047,938.49","0.01","5,047,938.49","92,981.00","54.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","5,050,389.45","0.01","5,050,389.45","63,647.00","79.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","5,015,200.30","0.01","5,015,200.30","148,819.00","33.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","5,005,227.50","0.01","5,005,227.50","81,718.00","61.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,988,473.00","0.01","4,988,473.00","82,865.00","60.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","4,945,862.83","0.01","4,945,862.83","68,683.00","72.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","4,929,508.96","0.01","4,929,508.96","66,868.00","73.72","United States","NASDAQ","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","4,929,568.62","0.01","4,929,568.62","45,438.00","108.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","4,923,379.84","0.01","4,923,379.84","38,036.00","129.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","4,917,742.83","0.01","4,917,742.83","221,221.00","22.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","4,880,040.55","0.01","4,880,040.55","59,549.00","81.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","4,877,587.74","0.01","4,877,587.74","293,477.00","16.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,862,318.24","0.01","4,862,318.24","23,494.00","206.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","4,856,511.36","0.01","4,856,511.36","116,968.00","41.52","United States","NASDAQ","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","4,847,953.30","0.01","4,847,953.30","28,615.00","169.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","4,848,320.25","0.01","4,848,320.25","89,535.00","54.15","United States","NASDAQ","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","4,849,929.21","0.01","4,849,929.21","34,869.00","139.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","4,825,379.79","0.01","4,825,379.79","122,877.00","39.27","United States","NASDAQ","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","4,803,824.48","0.01","4,803,824.48","45,508.00","105.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","4,760,946.18","0.01","4,760,946.18","145,773.00","32.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNW","LIGHT WONDER INC","Consumer Discretionary","Equity","4,740,956.00","0.01","4,740,956.00","58,850.00","80.56","United States","NASDAQ","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","4,724,702.54","0.01","4,724,702.54","126,974.00","37.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","4,709,771.32","0.01","4,709,771.32","19,774.00","238.18","United States","NASDAQ","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","4,692,748.42","0.01","4,692,748.42","73,531.00","63.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","4,684,328.24","0.01","4,684,328.24","94,366.00","49.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","4,664,559.68","0.01","4,664,559.68","12,826.00","363.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","4,653,120.15","0.01","4,653,120.15","166,005.00","28.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","4,630,735.98","0.01","4,630,735.98","40,482.00","114.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,602,661.48","0.01","4,602,661.48","25,633.00","179.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","4,602,888.45","0.01","4,602,888.45","53,145.00","86.61","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","4,588,474.49","0.01","4,588,474.49","208,283.00","22.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","4,583,063.20","0.01","4,583,063.20","38,630.00","118.64","United States","NASDAQ","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","4,555,811.52","0.01","4,555,811.52","29,328.00","155.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","4,541,547.77","0.01","4,541,547.77","27,151.00","167.27","United States","NASDAQ","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","4,512,871.65","0.01","4,512,871.65","120,183.00","37.55","United States","NASDAQ","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","4,514,223.00","0.01","4,514,223.00","122,836.00","36.75","United States","NASDAQ","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","4,508,962.97","0.01","4,508,962.97","46,279.00","97.43","United States","NASDAQ","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","4,498,801.15","0.01","4,498,801.15","41,791.00","107.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","4,497,189.71","0.01","4,497,189.71","155,129.00","28.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,492,195.92","0.01","4,492,195.92","243,876.00","18.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","4,468,749.60","0.01","4,468,749.60","161,560.00","27.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
