iShares Russell 1000 ETF
Fund Holdings as of,"Nov 07, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RPM","RPM INTERNATIONAL INC","Materials","Equity","9,688,551.60","0.02","9,688,551.60","90,168.00","107.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","9,679,700.94","0.02","9,679,700.94","471,261.00","20.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","9,668,794.07","0.02","9,668,794.07","117,869.00","82.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","9,664,341.60","0.02","9,664,341.60","123,664.00","78.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","9,635,108.25","0.02","9,635,108.25","118,005.00","81.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,635,296.71","0.02","9,635,296.71","55,353.00","174.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","9,579,989.25","0.02","9,579,989.25","22,061.00","434.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","9,567,796.00","0.02","9,567,796.00","16,240.00","589.15","United States","NASDAQ","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","9,510,767.50","0.02","9,510,767.50","262,366.00","36.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","9,493,698.28","0.02","9,493,698.28","137,212.00","69.19","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","9,485,148.64","0.02","9,485,148.64","88,349.00","107.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","9,440,248.42","0.02","9,440,248.42","36,373.00","259.54","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","9,431,623.78","0.02","9,431,623.78","70,501.00","133.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","9,306,231.00","0.02","9,306,231.00","90,970.00","102.30","United States","NASDAQ","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","9,285,654.84","0.02","9,285,654.84","22,638.00","410.18","United States","NASDAQ","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","9,278,370.18","0.02","9,278,370.18","107,054.00","86.67","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","9,271,348.38","0.02","9,271,348.38","149,562.00","61.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","9,227,655.00","0.02","9,227,655.00","15,660.00","589.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","9,163,561.68","0.02","9,163,561.68","54,558.00","167.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","9,161,300.00","0.02","9,161,300.00","34,000.00","269.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","9,132,274.36","0.02","9,132,274.36","28,127.00","324.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","9,110,139.45","0.02","9,110,139.45","83,495.00","109.11","United States","NASDAQ","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","9,066,434.73","0.02","9,066,434.73","226,491.00","40.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","8,983,982.16","0.02","8,983,982.16","39,192.00","229.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","8,978,224.64","0.02","8,978,224.64","94,787.00","94.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","8,967,817.18","0.02","8,967,817.18","128,534.00","69.77","United States","NASDAQ","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","8,932,478.24","0.02","8,932,478.24","48,929.00","182.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","8,920,360.89","0.02","8,920,360.89","38,349.00","232.61","United States","NASDAQ","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","8,917,733.88","0.02","8,917,733.88","46,827.00","190.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","8,895,676.53","0.02","8,895,676.53","108,789.00","81.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","8,896,963.60","0.02","8,896,963.60","204,340.00","43.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","8,845,016.32","0.02","8,845,016.32","44,128.00","200.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","8,799,337.80","0.02","8,799,337.80","493,790.00","17.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","8,759,254.20","0.02","8,759,254.20","20,730.00","422.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","8,754,777.54","0.02","8,754,777.54","38,586.00","226.89","United States","NASDAQ","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","8,710,929.29","0.02","8,710,929.29","34,103.00","255.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","8,700,276.88","0.02","8,700,276.88","24,742.00","351.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","8,696,411.28","0.02","8,696,411.28","487,467.00","17.84","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","8,699,128.55","0.02","8,699,128.55","193,529.00","44.95","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","8,691,887.12","0.02","8,691,887.12","79,436.00","109.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","8,668,225.28","0.02","8,668,225.28","856,544.00","10.12","United States","NASDAQ","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","8,654,973.03","0.02","8,654,973.03","94,683.00","91.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","8,650,255.44","0.02","8,650,255.44","130,708.00","66.18","United States","NASDAQ","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","8,625,279.00","0.02","8,625,279.00","70,850.00","121.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","8,602,362.84","0.02","8,602,362.84","27,789.00","309.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","8,553,957.26","0.02","8,553,957.26","102,149.00","83.74","United States","NASDAQ","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","8,491,346.50","0.02","8,491,346.50","56,030.00","151.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,452,291.20","0.02","8,452,291.20","52,564.00","160.80","United States","NASDAQ","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","8,452,962.00","0.02","8,452,962.00","115,794.00","73.00","United States","NASDAQ","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,408,376.84","0.02","8,408,376.84","135,357.00","62.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","8,399,512.53","0.02","8,399,512.53","551,511.00","15.23","United States","NASDAQ","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","8,263,599.85","0.02","8,263,599.85","77,165.00","107.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","8,209,824.00","0.02","8,209,824.00","72,016.00","114.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,153,003.54","0.02","8,153,003.54","83,347.00","97.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","8,122,790.30","0.02","8,122,790.30","83,585.00","97.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","8,112,066.39","0.02","8,112,066.39","235,337.00","34.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","8,110,505.60","0.02","8,110,505.60","110,272.00","73.55","United States","NASDAQ","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","8,064,404.47","0.02","8,064,404.47","69,961.00","115.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","8,067,054.60","0.02","8,067,054.60","111,485.00","72.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","8,041,914.92","0.02","8,041,914.92","99,788.00","80.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","8,025,427.67","0.02","8,025,427.67","58,747.00","136.61","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","7,989,156.80","0.02","7,989,156.80","35,615.00","224.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","7,962,703.35","0.02","7,962,703.35","63,021.00","126.35","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","7,936,908.33","0.02","7,936,908.33","22,017.00","360.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","7,903,827.36","0.02","7,903,827.36","25,784.00","306.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","7,835,400.22","0.02","7,835,400.22","73,187.00","107.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","7,833,479.50","0.02","7,833,479.50","191,950.00","40.81","United States","NASDAQ","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","7,826,712.78","0.02","7,826,712.78","47,426.00","165.03","United States","NASDAQ","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","7,821,445.17","0.02","7,821,445.17","199,171.00","39.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","7,818,128.92","0.02","7,818,128.92","76,814.00","101.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","7,815,384.00","0.02","7,815,384.00","59,100.00","132.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","7,810,348.08","0.02","7,810,348.08","86,036.00","90.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","7,803,655.92","0.02","7,803,655.92","181,396.00","43.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","7,772,293.65","0.02","7,772,293.65","88,877.00","87.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","7,775,840.80","0.02","7,775,840.80","196,112.00","39.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","7,736,544.00","0.02","7,736,544.00","241,767.00","32.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","7,701,948.43","0.02","7,701,948.43","357,731.00","21.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","7,666,572.32","0.02","7,666,572.32","741,448.00","10.34","United States","NASDAQ","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","7,660,557.06","0.02","7,660,557.06","36,842.00","207.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","7,589,716.82","0.02","7,589,716.82","109,079.00","69.58","United States","NASDAQ","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","7,567,015.12","0.02","7,567,015.12","44,504.00","170.03","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","7,561,039.04","0.02","7,561,039.04","110,752.00","68.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","7,556,595.06","0.02","7,556,595.06","42,546.00","177.61","United States","NASDAQ","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","7,524,851.38","0.02","7,524,851.38","123,338.00","61.01","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","7,521,829.92","0.02","7,521,829.92","105,171.00","71.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","7,494,628.24","0.02","7,494,628.24","86,284.00","86.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","7,494,860.38","0.02","7,494,860.38","59,417.00","126.14","United States","NASDAQ","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","7,482,689.06","0.02","7,482,689.06","348,194.00","21.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","7,463,022.92","0.02","7,463,022.92","84,836.00","87.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","7,433,268.36","0.02","7,433,268.36","50,218.00","148.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","7,413,384.77","0.02","7,413,384.77","190,919.00","38.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","7,370,219.36","0.02","7,370,219.36","93,424.00","78.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","7,352,956.30","0.02","7,352,956.30","107,578.00","68.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","7,311,019.52","0.02","7,311,019.52","68,404.00","106.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","7,290,792.48","0.02","7,290,792.48","272,859.00","26.72","United States","NASDAQ","USD","1.00","USD","-"
"MKSI","MKS INC","Information Technology","Equity","7,285,816.80","0.02","7,285,816.80","47,066.00","154.80","United States","NASDAQ","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","7,280,119.71","0.02","7,280,119.71","423,509.00","17.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS LTD","Consumer Discretionary","Equity","7,251,512.49","0.02","7,251,512.49","124,191.00","58.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","7,202,250.77","0.02","7,202,250.77","94,061.00","76.57","United States","NASDAQ","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","7,192,480.82","0.02","7,192,480.82","185,087.00","38.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","7,147,787.67","0.02","7,147,787.67","505,859.00","14.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","7,133,625.81","0.02","7,133,625.81","26,799.00","266.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","7,130,903.00","0.02","7,130,903.00","27,155.00","262.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","7,066,672.20","0.02","7,066,672.20","186,949.00","37.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","7,056,023.12","0.02","7,056,023.12","168,643.00","41.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","7,048,133.40","0.02","7,048,133.40","114,884.00","61.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,022,687.16","0.02","7,022,687.16","27,123.00","258.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","6,999,509.91","0.02","6,999,509.91","155,787.00","44.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","6,994,983.40","0.02","6,994,983.40","137,426.00","50.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","6,975,705.39","0.02","6,975,705.39","38,683.00","180.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","6,943,808.30","0.02","6,943,808.30","39,611.00","175.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","6,921,300.25","0.02","6,921,300.25","205,685.00","33.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","6,918,493.56","0.02","6,918,493.56","185,383.00","37.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","6,889,207.50","0.02","6,889,207.50","133,875.00","51.46","United States","NASDAQ","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","6,840,109.06","0.02","6,840,109.06","268,661.00","25.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","6,799,102.32","0.02","6,799,102.32","118,122.00","57.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","6,791,982.96","0.02","6,791,982.96","122,136.00","55.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","6,743,019.81","0.02","6,743,019.81","79,733.00","84.57","United States","NASDAQ","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","6,728,111.80","0.02","6,728,111.80","47,030.00","143.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","6,710,155.06","0.02","6,710,155.06","162,631.00","41.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","6,700,378.19","0.02","6,700,378.19","79,871.00","83.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","6,697,715.53","0.02","6,697,715.53","434,071.00","15.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","6,680,405.16","0.02","6,680,405.16","153,361.00","43.56","Germany","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","6,604,042.80","0.01","6,604,042.80","37,164.00","177.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","Communication","Equity","6,588,246.70","0.01","6,588,246.70","174,062.00","37.85","United States","NASDAQ","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","6,578,439.08","0.01","6,578,439.08","48,787.00","134.84","United States","NASDAQ","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","6,566,592.94","0.01","6,566,592.94","42,286.00","155.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","6,565,752.24","0.01","6,565,752.24","94,826.00","69.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","6,550,398.00","0.01","6,550,398.00","363,911.00","18.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","6,541,931.52","0.01","6,541,931.52","34,533.00","189.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","6,497,606.39","0.01","6,497,606.39","113,179.00","57.41","United States","NASDAQ","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","6,489,947.20","0.01","6,489,947.20","81,532.00","79.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","6,457,468.32","0.01","6,457,468.32","145,701.00","44.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","6,438,351.48","0.01","6,438,351.48","25,548.00","252.01","United States","NASDAQ","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","6,436,111.50","0.01","6,436,111.50","471,510.00","13.65","United States","NASDAQ","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","6,428,596.68","0.01","6,428,596.68","47,283.00","135.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","6,387,037.02","0.01","6,387,037.02","481,677.00","13.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","6,333,142.50","0.01","6,333,142.50","59,550.00","106.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","6,325,876.44","0.01","6,325,876.44","106,353.00","59.48","United States","NASDAQ","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","6,284,127.60","0.01","6,284,127.60","167,220.00","37.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","6,268,185.35","0.01","6,268,185.35","71,351.00","87.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","6,240,850.60","0.01","6,240,850.60","59,893.00","104.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","6,243,105.50","0.01","6,243,105.50","290,377.00","21.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","6,231,065.23","0.01","6,231,065.23","113,851.00","54.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","6,197,827.35","0.01","6,197,827.35","15,565.00","398.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","6,193,945.08","0.01","6,193,945.08","252,402.00","24.54","United States","NASDAQ","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","6,194,274.87","0.01","6,194,274.87","97,563.00","63.49","United States","NASDAQ","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","6,161,084.16","0.01","6,161,084.16","47,168.00","130.62","United States","NASDAQ","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","6,144,533.88","0.01","6,144,533.88","262,924.00","23.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","6,098,597.58","0.01","6,098,597.58","76,242.00","79.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","6,057,869.68","0.01","6,057,869.68","188,045.00","32.22","United States","NASDAQ","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","6,050,754.59","0.01","6,050,754.59","82,853.00","73.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","6,052,055.94","0.01","6,052,055.94","96,957.00","62.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","6,043,950.45","0.01","6,043,950.45","316,935.00","19.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","6,029,859.48","0.01","6,029,859.48","72,719.00","82.92","United States","NASDAQ","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","6,014,296.68","0.01","6,014,296.68","622,598.00","9.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","6,004,180.88","0.01","6,004,180.88","272,422.00","22.04","United States","NASDAQ","USD","1.00","USD","-"
